archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
004274,<161227023022.23782.1615895859012217974.generated@prod2.harmonylists.io>,004274,1996-02-26 14:41:51+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004274.html,nas_ng at lms420.jsc.nasa.gov,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004276,<161227023024.23782.17906359370440960865.generated@prod2.harmonylists.io>,004272,1996-02-26 15:25:39+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004276.html,witzel at HUSC3.HARVARD.EDU,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004283,<161227023036.23782.7498206487599734445.generated@prod2.harmonylists.io>,004272,1996-02-27 14:42:15+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004283.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004284,<161227023035.23782.12055631874075763208.generated@prod2.harmonylists.io>,004272,1996-02-27 14:53:31+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004284.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004285,<161227023041.23782.15455839278079397165.generated@prod2.harmonylists.io>,004272,1996-02-27 15:18:20+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004285.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004287,<161227023043.23782.1428180406559763501.generated@prod2.harmonylists.io>,004262,1996-02-27 18:18:54+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004287.html,Rita Vimal-Pandey,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004289,<161227023045.23782.2749744092619190564.generated@prod2.harmonylists.io>,004272,1996-02-28 02:26:01+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004289.html,Richard Salomon,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004301,<161227023062.23782.15828134549063145229.generated@prod2.harmonylists.io>,004301,1996-02-28 22:00:12+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004301.html,Jan Filipsky,Veda's demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004302,<161227023068.23782.17520792480196908758.generated@prod2.harmonylists.io>,004148,1996-02-29 02:00:41+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004302.html,Joydeep Mitra,Veda's demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004305,<161227023075.23782.8246098391086773451.generated@prod2.harmonylists.io>,004148,1996-02-29 04:50:33+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004305.html,Daud Ali,Veda's demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004304,<161227023084.23782.14132847928760281415.generated@prod2.harmonylists.io>,004148,1996-02-29 07:05:22+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004304.html,Bridgman at aol.com,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004304,<161227023084.23782.14132847928760281415.generated@prod2.harmonylists.io>,004148,1996-02-29 07:05:22+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004304.html,Bridgman at aol.com,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004313,<161227023097.23782.15404879503249677734.generated@prod2.harmonylists.io>,004306,1996-02-29 14:24:20+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004313.html,Steiner Roland,"""Occi-centric"" values in Vedic Studies?",Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Vedic,subject_pattern,subject matched `Vedic` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004315,<161227023069.23782.204578726477182926.generated@prod2.harmonylists.io>,004298,1996-02-29 01:42:20+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004315.html,l.m.fosse at easteur-orient.uio.no,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004315,<161227023069.23782.204578726477182926.generated@prod2.harmonylists.io>,004298,1996-02-29 01:42:20+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004315.html,l.m.fosse at easteur-orient.uio.no,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004319,<161227023079.23782.10880888032750334399.generated@prod2.harmonylists.io>,004297,1996-02-29 08:46:36+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004319.html,Dominik Wujastyk,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004319,<161227023079.23782.10880888032750334399.generated@prod2.harmonylists.io>,004297,1996-02-29 08:46:36+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004319.html,Dominik Wujastyk,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004309,<161227023088.23782.3257715932209683182.generated@prod2.harmonylists.io>,004148,1996-02-29 11:35:41+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004309.html,Joydeep Mitra,Veda's demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004311,<161227023090.23782.8230189096671280455.generated@prod2.harmonylists.io>,004294,1996-02-29 11:55:23+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004311.html,AmitaSarin at aol.com,Veda's demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004321,<161227023091.23782.12775927840815037076.generated@prod2.harmonylists.io>,004321,1996-02-29 13:28:47+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004321.html,Hanuman7 at aol.com,Veda`s demise at NY Hinduja Ctr.,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Veda,subject_pattern,subject matched `Veda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004325,<161227023114.23782.13061409987943203001.generated@prod2.harmonylists.io>,004306,1996-02-29 21:17:06+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004325.html,B. Hatcher,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004325,<161227023114.23782.13061409987943203001.generated@prod2.harmonylists.io>,004306,1996-02-29 21:17:06+00:00,1996,2,https://list.indology.info/pipermail/indology/1996-February/004325.html,B. Hatcher,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004326,<161227023117.23782.2595852953590781236.generated@prod2.harmonylists.io>,004326,1996-03-01 02:23:50+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004326.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004326,<161227023117.23782.2595852953590781236.generated@prod2.harmonylists.io>,004326,1996-03-01 02:23:50+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004326.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004329,<161227023122.23782.14708980925150495613.generated@prod2.harmonylists.io>,004326,1996-03-01 01:57:00+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004329.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004329,<161227023122.23782.14708980925150495613.generated@prod2.harmonylists.io>,004326,1996-03-01 01:57:00+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004329.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004342,<161227023136.23782.11935752243673196463.generated@prod2.harmonylists.io>,004342,1996-03-01 16:55:18+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004342.html,CVEDGC at Levels.UniSA.Edu.Au,Deshmukh verse,General scholarly discussion,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,verse,subject_pattern,subject matched `verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004333,<161227023126.23782.7177689583691352389.generated@prod2.harmonylists.io>,004333,1996-03-01 11:03:34+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004333.html,Zesheng He,Man/Manu (was Re: Khajuraho),General scholarly discussion,general discussion,register_smrti,register,smrti,Smṛti,Smṛti,Manu,subject_pattern,subject matched `Manu` using `register_smrti`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004343,<161227023144.23782.5514766083322924894.generated@prod2.harmonylists.io>,004343,1996-03-01 21:43:01+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004343.html,Henry Groover,Deshmukh verse -Reply,General scholarly discussion,philological discussion,register_kavya,register,kavya,Kāvya,Kāvya,verse,subject_pattern,subject matched `verse` using `register_kavya`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004345,<161227023147.23782.12359139668555553645.generated@prod2.harmonylists.io>,004327,1996-03-02 23:56:18+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004345.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Mahabharata,subject_pattern,subject matched `Mahabharata` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004345,<161227023147.23782.12359139668555553645.generated@prod2.harmonylists.io>,004327,1996-03-02 23:56:18+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004345.html,RAJAGOPALANM at HARPO.TNSTATE.EDU,Mahabharata reference,Bibliographic requests,bibliographic request,register_epic,register,epic,Epic,Epic,Mahabharata,subject_pattern,subject matched `Mahabharata` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
