author_display,decade,message_count
tmeadow at BearRiver.com,1990s,2
tony k. stewart,2000s,5
tony stewart,2010s,1
tony_stewart at ncsu.edu,1990s,5
torella at axrma.uniroma1.it,1990s,5
torella at rmcisadu.cisadu.uniroma1.it,1990s,10
tpintch at orion.it.luc.edu,1990s,2
treich at midway.uchicago.edu,1990s,5
tubb at UCHICAGO.EDU,2000s,2
turstig at juno.com,1990s,4
ucgadkw,1990s,5
ucgadkw at ucl.ac.uk,1990s,54
uma deokar,1990s,1
umhardy at cc.UManitoba.CA,1990s,1
unity5,1990s,2
unknown at example.com,1990s,14
v kr.pAsundar,1990s,1
vandana,1990s,1
vasu at religion.ufl.edu,1990s,5
veeranarayana Pandurangi,2000s,33
venantius j pinto,2000s,1
venetia ansell,2000s,2
venetia ansell,2010s,13
venkat at ciefl.ac.in,2000s,6
venkitesh,2000s,1
victor davella,2000s,3
victor davella,2010s,34
victor davella,2020s,73
victor van Bijlert,2000s,48
victor van bijlert,2000s,4
vidya,1990s,25
vidya at cco.caltech.edu,1990s,23
vigyan!iimb!kaujalgi at IN.ERNET.SHAKTI,1990s,1
vijay at frlht.ernet.in,1990s,1
vijay shankar,2000s,4
vincent.tournier at lmu.de,2020s,14
vincent.tournier at lrz.uni-muenchen.de,2020s,1
vineet at bocaraton.ibm.com,1990s,6
vineet at gator.bocaraton.ibm.com,1990s,3
vineet at hotseat.att.com,1990s,3
vishvananda at juno.com,1990s,1
vjroebuck at btinternet.com,2010s,1
vmurthy at informix.com,1990s,4
vsm at heliograph.Eng.Sun.COM,1990s,1
wagers at computek.net,1990s,17
wagers at iglobal.net,1990s,5
wart,1990s,2
water beastie,1990s,2
wendy doniger,1990s,1
wfinley at vt.edu,1990s,1
wfsands at mum.edu,1990s,2
wgw at dnai.com,1990s,7
wiese at wifa.uni-leipzig.de,2010s,2
wiese at wifa.uni-leipzig.de,2020s,4
wieson,1990s,3
wildfire at enterprise.ca,1990s,1
willi beinvogl,2010s,1
william j alspaugh,1990s,8
william.douglas,1990s,1
william.douglas at wolfson.ox.ac.uk,1990s,1
williams at uhdux2.dt.uh.edu,1990s,3
wilsonj at VXC.OCIS.UNCWIL.EDU,1990s,1
winnie,1990s,10
winnie Fellows,2000s,4
winnie fellows,1990s,31
winnie.fellows,1990s,1
witzel at HUSC3.HARVARD.EDU,1990s,55
witzel at husc3.harvard.edu,1990s,19
wujastyk at gmail.com,2020s,2
x kiepue,2020s,14
xmd11 at calvanet.calvacom.fr,1990s,1
y.r.rani at MAIL.UTEXAS.EDU,1990s,1
y.r.rani at mail.utexas.edu,1990s,34
yanom at EARN.JPNKSUVX,1990s,7
yanom at JPNKSUVX.EARN,1990s,9
yanom at cc.kyoto-su.ac.jp,2010s,4
yanom at ksuvx0.kyoto-su.ac.jp,1990s,28
yoshio at osak.ac.jp,1990s,1
youri martini,2000s,6
yuki rajiv,2000s,1
zskiljan at public.srce.hr,1990s,1
zwilling,1990s,1
zydenbos,2000s,1
zydenbos at flevoland.xs4all.nl,1990s,57
À“cˆê˜Y,1990s,1
Дмитрий,2010s,1
Дмитрий Комиссаров,2020s,30
Ярослав Васильков,2000s,3
उदयनः,2010s,1
岡崎 康浩,1990s,1
川村悠人,2020s,2
弥永信美,1990s,4
箕浦 暁雄,1990s,1
羅明瑞,2000s,1
