normalized_author,author_id,message_count,thread_count,first_year,last_year,top_topic,top_list_function,resolved_replies_sent,resolved_replies_received,author_status
Peter Pasedach,indology-author-6102830fd0,7,5,2021,2022,Bibliographic requests,bibliographic request,2,5,confirmed
Rishi Rajpopat,indology-author-b981055d8c,7,5,2022,2023,General scholarly discussion,general discussion,5,6,confirmed
Stephen H. Phillips,indology-author-4f40deffc0,7,5,1994,1995,General scholarly discussion,general discussion,4,10,confirmed
gheil at cs.washington.edu,indology-author-0f746760cd,7,5,1993,1996,General scholarly discussion,general discussion,2,3,needs_review
kak at max.ee.lsu.edu,indology-author-18eed3c1b0,7,5,1993,1993,General scholarly discussion,general discussion,2,7,needs_review
Christopher John Fynn,indology-author-f1f141f3b4,7,4,2000,2000,Digital resources and tools,general discussion,6,2,confirmed
J.S.Pitanga,indology-author-3420fd2b03,7,4,1999,1999,General scholarly discussion,general discussion,6,0,needs_review
Matthew Robertson,indology-author-56bc38a1a2,7,4,2024,2026,General scholarly discussion,general discussion,3,5,confirmed
Ravi R. Iyer,indology-author-5f38228fbf,7,4,1997,1998,General scholarly discussion,general discussion,6,4,confirmed
Veeranarayanacharya Pandurangi,indology-author-b4ce6583c7,7,4,2020,2021,General scholarly discussion,general discussion,3,6,confirmed
Aaron Sherraden,indology-author-eec2b4b562,7,3,2019,2023,General scholarly discussion,general discussion,4,5,confirmed
Vlad Sovarel,indology-author-8d0e25c303,7,3,2015,2024,Bibliographic requests,general discussion,5,5,confirmed
Adela or Alain Sandness Leblanc,indology-author-ff3141e63a,6,6,2000,2000,General scholarly discussion,general discussion,4,1,confirmed
Ales Petrocchi,indology-author-0378f82b17,6,6,2013,2015,General scholarly discussion,general discussion,3,3,confirmed
AppuArchie,indology-author-4cc5291390,6,6,1997,1998,General scholarly discussion,general discussion,3,2,needs_review
B,indology-author-e9d71f5ee7,6,6,2013,2026,Announcements and events,general discussion,2,5,needs_review
Bob Hueckstedt,indology-author-0cb356e8ce,6,6,2007,2011,General scholarly discussion,general discussion,3,4,confirmed
Borayin Larios,indology-author-f68c4aa3f7,6,6,2012,2025,General scholarly discussion,general discussion,4,4,confirmed
Borayin M. Larios,indology-author-fea62c0257,6,6,2019,2021,Bibliographic requests,general discussion,3,2,confirmed
Burt M Thorp,indology-author-403f548274,6,6,1996,1999,General scholarly discussion,general discussion,3,1,confirmed
C.A. Coleman,indology-author-366c935650,6,6,1995,1996,General scholarly discussion,general discussion,5,1,confirmed
Chris Haskett,indology-author-501b751450,6,6,2005,2007,General scholarly discussion,general discussion,4,2,confirmed
Christian P. Haskett,indology-author-9b57be3224,6,6,2012,2019,General scholarly discussion,general discussion,5,1,confirmed
"Coburn, Tom",indology-author-9b85e7deec,6,6,1995,1995,General scholarly discussion,general discussion,4,3,confirmed
F.J. Martinez Garcia,indology-author-c05624fb63,6,6,1995,1996,General scholarly discussion,general discussion,1,0,confirmed
Fabrice Duvinage,indology-author-b42767b7af,6,6,2014,2026,List administration,general discussion,1,5,confirmed
Ghanshyam Sharma,indology-author-fc3566a638,6,6,1998,2025,General scholarly discussion,general discussion,3,0,confirmed
Giles Hooper,indology-author-cbb657c2aa,6,6,2012,2018,General scholarly discussion,general discussion,0,1,confirmed
Heike Boudalfa,indology-author-44d6ec7515,6,6,1999,2000,General scholarly discussion,general discussion,1,1,confirmed
Jay Soni,indology-author-79f9d72e20,6,6,2022,2025,General scholarly discussion,general discussion,2,4,confirmed
Jayant Bapat,indology-author-eb3673c36e,6,6,1998,2005,General scholarly discussion,general discussion,3,0,confirmed
Jean-Luc.Chevillard at linguist.jussieu.fr,indology-author-903836552b,6,6,1994,1995,General scholarly discussion,general discussion,1,1,needs_review
John Oliver Perry,indology-author-05993e51ae,6,6,1999,2000,General scholarly discussion,general discussion,2,6,confirmed
Julie Rocton,indology-author-6afea0e1cd,6,6,2025,2026,General scholarly discussion,general discussion,3,2,confirmed
Kalyanaraman,indology-author-a7f574d28e,6,6,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
Katherine K. Brobeck,indology-author-3bc907ba00,6,6,2000,2001,General scholarly discussion,general discussion,2,4,confirmed
"Krause, Dr. Anett",indology-author-16881a8b23,6,6,2023,2025,Announcements and events,announcement/event,1,1,confirmed
Laurie L. Patton,indology-author-ebb9f5ee42,6,6,1997,1999,General scholarly discussion,general discussion,3,3,confirmed
Lucian Wong,indology-author-15309e6342,6,6,2020,2024,General scholarly discussion,general discussion,0,1,confirmed
Martin Joachim Kümmel,indology-author-192b245429,6,6,2019,2024,General scholarly discussion,general discussion,6,6,confirmed
Matthew Scarborough,indology-author-05ced653d7,6,6,2018,2020,General scholarly discussion,general discussion,6,3,confirmed
Miska Pruszowska,indology-author-6e443fe637,6,6,2004,2006,General scholarly discussion,general discussion,1,7,confirmed
Narahari Rao,indology-author-93160da633,6,6,1997,1999,General scholarly discussion,general discussion,4,2,confirmed
Narenderan,indology-author-3f60e43407,6,6,2013,2013,General scholarly discussion,general discussion,0,1,needs_review
Oleg Bendz,indology-author-801b7a3b81,6,6,2014,2023,General scholarly discussion,general discussion,6,3,confirmed
Pankaj Jain पंकज जैन,indology-author-5039889fa9,6,6,2016,2018,Announcements and events,announcement/event,0,0,confirmed
"Quessel, Burkhard",indology-author-f367721854,6,6,2002,2019,General scholarly discussion,general discussion,4,2,confirmed
Raj Balkaran,indology-author-9935704c24,6,6,2023,2025,General scholarly discussion,general discussion,5,3,confirmed
Ramkumar,indology-author-fc59ce809d,6,6,1997,1998,General scholarly discussion,general discussion,2,5,needs_review
Sergey S.Tawaststjerna,indology-author-ff389a33a7,6,6,1999,2000,General scholarly discussion,general discussion,4,0,confirmed
Seth Powell,indology-author-4f2ff02364,6,6,2023,2026,Announcements and events,digital resource/tool,1,1,confirmed
Shauna Singh Baldwin,indology-author-b4accf3652,6,6,1998,1999,General scholarly discussion,general discussion,0,26,confirmed
Toke L. Knudsen,indology-author-a062100bc5,6,6,2009,2013,General scholarly discussion,general discussion,4,0,confirmed
"Viehbeck, Markus",indology-author-91bbd1d27f,6,6,2011,2017,Announcements and events,announcement/event,0,0,confirmed
chattrj at is3.nyu.edu,indology-author-249b542498,6,6,1996,1997,General scholarly discussion,general discussion,3,3,needs_review
cristina pecchia,indology-author-ac3f8a0f9a,6,6,2014,2020,General scholarly discussion,general discussion,3,2,confirmed
dran at cs.albany.edu,indology-author-c7327433e3,6,6,1993,1993,General scholarly discussion,general discussion,2,1,needs_review
garzilli at HULAW1.HARVARD.EDU,indology-author-d6f9db800e,6,6,1995,1996,General scholarly discussion,general discussion,2,1,needs_review
jan.kucera at matfyz.cz,indology-author-82c94f40cc,6,6,2019,2021,General scholarly discussion,general discussion,5,5,needs_review
jsiva at uclink3.berkeley.edu,indology-author-26903a113b,6,6,1996,1997,General scholarly discussion,general discussion,2,3,needs_review
kxp5195 at hertz.njit.edu,indology-author-9c6ce1b6a6,6,6,1995,1996,General scholarly discussion,general discussion,1,5,needs_review
patrick mc allister,indology-author-1fbb7b942c,6,6,2010,2015,General scholarly discussion,announcement/event,3,1,confirmed
phijag at cobra.nus.sg,indology-author-3a732dc0a3,6,6,1995,1996,General scholarly discussion,general discussion,1,1,needs_review
robert l brown,indology-author-fe120af413,6,6,1994,1995,General scholarly discussion,general discussion,3,2,confirmed
thrapp at helios.nosc.mil,indology-author-4a54f5685d,6,6,1994,1995,General scholarly discussion,general discussion,0,4,needs_review
venkat at ciefl.ac.in,indology-author-6cf801a1de,6,6,2003,2006,General scholarly discussion,general discussion,2,2,needs_review
wiese at wifa.uni-leipzig.de,indology-author-667c87be26,6,6,2016,2021,General scholarly discussion,general discussion,4,0,needs_review
youri martini,indology-author-b21022ac7a,6,6,2000,2001,General scholarly discussion,general discussion,1,5,confirmed
B. Hatcher,indology-author-45cd32aaf8,6,5,1995,1996,General scholarly discussion,general discussion,3,6,confirmed
B. Schlerath,indology-author-dc9917161e,6,5,2000,2001,General scholarly discussion,general discussion,6,1,confirmed
Benjamin Preciado,indology-author-c31fa3227d,6,5,1997,2001,General scholarly discussion,general discussion,1,4,confirmed
Bruno Galasek,indology-author-5d400a4564,6,5,2016,2019,Bibliographic requests,bibliographic request,3,3,confirmed
FO90030,indology-author-b6df348188,6,5,1991,1992,General scholarly discussion,general discussion,2,1,needs_review
Giovanni Ciotti,indology-author-bbd5b03c28,6,5,2021,2025,General scholarly discussion,general discussion,5,2,confirmed
John Napier,indology-author-2c5a89a2fd,6,5,1997,1999,General scholarly discussion,general discussion,4,1,confirmed
K V N Gopal,indology-author-7904eba25a,6,5,1997,1999,General scholarly discussion,general discussion,6,0,confirmed
Lukas Werth,indology-author-6eb2ef1475,6,5,2000,2001,General scholarly discussion,general discussion,5,4,confirmed
Mathias Metzger,indology-author-83404763e6,6,5,2000,2000,General scholarly discussion,general discussion,5,1,confirmed
RABE at vaxd.sxu.edu,indology-author-c80973f4e3,6,5,1995,1995,General scholarly discussion,general discussion,3,2,needs_review
Ravi Chaudhary,indology-author-a2e66fb999,6,5,2000,2001,General scholarly discussion,general discussion,3,3,confirmed
Shailendra Raj Mehta,indology-author-105d0e936e,6,5,2000,2001,General scholarly discussion,general discussion,2,11,confirmed
Sumit Guha,indology-author-75dab9f334,6,5,2002,2003,General scholarly discussion,general discussion,2,9,confirmed
Tim Lighthiser,indology-author-9a49b19c4c,6,5,1999,1999,General scholarly discussion,general discussion,2,3,confirmed
csr at jupiter.wipro.com,indology-author-906ea2447f,6,5,1995,1995,General scholarly discussion,general discussion,1,7,needs_review
hmdplawr at UXMAIL.UST.HK,indology-author-c02c6d549f,6,5,1999,2000,General scholarly discussion,general discussion,4,0,needs_review
jo,indology-author-bd73d35759,6,5,2014,2015,General scholarly discussion,general discussion,2,3,needs_review
pb019 at csc.albany.edu,indology-author-7ce851b314,6,5,1995,1995,General scholarly discussion,general discussion,3,6,needs_review
pfilliozat at magic.fr,indology-author-b15e7fa1a0,6,5,1997,1997,General scholarly discussion,general discussion,6,0,needs_review
phil013 at csc.canterbury.ac.nz,indology-author-c79436269e,6,5,1994,1994,General scholarly discussion,general discussion,3,0,needs_review
suresh at bocaraton.ibm.com,indology-author-d8179cf246,6,5,1994,1995,General scholarly discussion,general discussion,3,3,needs_review
vineet at bocaraton.ibm.com,indology-author-226b4e8742,6,5,1994,1995,General scholarly discussion,general discussion,3,7,needs_review
"Bose, Mandakranta",indology-author-039b374a0b,6,4,2018,2023,General scholarly discussion,general discussion,3,2,confirmed
David Fiordalis,indology-author-8890f69f49,6,4,2007,2014,General scholarly discussion,general discussion,3,10,confirmed
Justin Fifield,indology-author-334090744c,6,4,2015,2016,Manuscripts and epigraphy,identification/help request,4,3,confirmed
Kowshika Ramaprasad,indology-author-e3ef001c66,6,4,1997,1997,General scholarly discussion,general discussion,5,0,confirmed
LUSTHAUS at macalstr.edu,indology-author-799d88a1c1,6,4,1995,1995,General scholarly discussion,general discussion,5,1,needs_review
Maran Kathirchelvan,indology-author-5e43c93c59,6,4,2000,2000,General scholarly discussion,general discussion,5,0,confirmed
William Smith,indology-author-fc372d7b51,6,4,1997,2000,General scholarly discussion,general discussion,3,5,confirmed
arul kumaresan,indology-author-416d2e3a6d,6,4,1999,1999,General scholarly discussion,general discussion,4,6,confirmed
b9100530 at platinum.anu.edu.au,indology-author-979e7894a2,6,4,1995,1995,General scholarly discussion,general discussion,5,2,needs_review
banks at vax.oxford.ac.uk,indology-author-87d33ddf06,6,4,1993,1993,History and culture,general discussion,5,0,needs_review
rlamb,indology-author-bf934bf7cd,6,4,2004,2005,General scholarly discussion,general discussion,4,2,needs_review
sac51900 at saclink.csus.edu,indology-author-c22be9a802,6,4,1997,1997,General scholarly discussion,general discussion,5,1,needs_review
Anna Lise Seastrand,indology-author-32e76bc470,6,3,2022,2025,General scholarly discussion,general discussion,6,0,confirmed
aditya at smart1.net,indology-author-2dc912e56c,6,3,1997,1997,General scholarly discussion,general discussion,4,0,needs_review
Malhar Kulkarni,indology-author-83b62862db,6,2,2025,2026,General scholarly discussion,general discussion,5,4,confirmed
U Hayavadana,indology-author-0933c36b26,6,2,1999,1999,General scholarly discussion,general discussion,6,0,confirmed
SUBSCRIBE INDOLOGY ganapathi,indology-author-baeb03fea6,6,1,2000,2000,General scholarly discussion,general discussion,5,14,confirmed
. .,indology-author-68fb8d7861,5,5,1999,1999,General scholarly discussion,general discussion,0,1,needs_review
Ajit Ranade,indology-author-7dd4ef8222,5,5,1991,1994,General scholarly discussion,general discussion,0,3,confirmed
Alan Entwistle,indology-author-4595d62cee,5,5,1994,1995,General scholarly discussion,general discussion,2,0,confirmed
Alan Sponberg,indology-author-f1754442eb,5,5,1993,1997,General scholarly discussion,general discussion,2,2,confirmed
Amy Langenberg,indology-author-a6881a4275,5,5,2007,2013,General scholarly discussion,general discussion,2,3,confirmed
Anand Dilip,indology-author-d2c3fb52c7,5,5,2005,2011,General scholarly discussion,general discussion,1,3,confirmed
Anand.Nayak at unifr.ch,indology-author-1df68fcab8,5,5,1997,1997,General scholarly discussion,general discussion,5,0,needs_review
Anna-Pya Sjödin,indology-author-5b584bbeec,5,5,1999,2000,General scholarly discussion,general discussion,4,1,confirmed
Antoine Leca,indology-author-62d5de91fb,5,5,2000,2000,Digital resources and tools,general discussion,5,0,confirmed
BAKULA at delphi.com,indology-author-a32a39df24,5,5,1994,1995,General scholarly discussion,general discussion,2,4,needs_review
BG,indology-author-80f87c8847,5,5,2017,2017,General scholarly discussion,general discussion,2,3,needs_review
Burkhard Quessel,indology-author-ec7950c78a,5,5,1997,1999,General scholarly discussion,philological discussion,2,1,confirmed
Christian Wedemeyer,indology-author-f7be26a34e,5,5,2003,2024,General scholarly discussion,general discussion,0,4,confirmed
"Cohen, Signe",indology-author-ed314e5879,5,5,2004,2006,General scholarly discussion,general discussion,4,1,confirmed
"Coseru, Christian",indology-author-0805628645,5,5,2012,2018,General scholarly discussion,general discussion,2,3,confirmed
Deepthi Kumara Henadeerage,indology-author-fe98e3e5fc,5,5,1998,2000,General scholarly discussion,general discussion,1,0,confirmed
Dinesh Maheshwari,indology-author-55883ac3d6,5,5,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
